Número,Texto,Bloco,Resposta Correta,Arquivo Prova
38,"Caso Clínico: Mulher, 35 anos, saudável, diz ao médico que deseja realizar uma série de exames laboratoriais e de imagem, com a finalidade de garantir sua saúde. Diz que tem esta rotina anualmente desde os 30 anos de idade. Atualmente, em função da pandemia da Covid-19, ao realizar o teste rápido (sorológico), testou positivo. A pedido, solicitou prescrição de hidroxicloroquina. Com base no conceito de prevenção quaternária, como o médico deverá abordar esta situação?  (A) Em concordância com o Ministério da Saúde, utilizando o manual de enfrentamento da pandemia da Covid-19, o médico deverá acompanhar a paciente até as manifestações das formas graves da doença com posterior prescrição farmacológica, enquanto ato médico. (B) Na prevenção quaternária, quando o tratamento for considerado pior que a própria doença, deve-se buscar uma alternativa a esse tratamento, envolvendo orientações, indicações médicas e riscos associados. (C) Como não há evidenciação científica nas recomendações atuais de enfrentamento à pandemia do coronavírus, esta medida em nenhuma circunstância poderá ser utilizada, qualificando a prevenção quaternária saudável e a aliança terapêutica na relação médico-paciente. (D) Considerando que a prevenção quaternária é o conjunto de ações que visam evitar danos associada às intervenções médicas e de outros profissionais da saúde, há orientação do Conselho Federal de Medicina (Parecer 04/2020) para a prescrição deste medicamento.",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
39,"Em relação ao rastreio do câncer de próstata, assinale a alternativa correta:  (A) Pela incerteza do benefício, existem argumentos consistentes para recomendar o rastreamento populacional sistemático para Câncer de Próstata e indicar esta ação como estratégia de saúde pública. (B) Recomendar o rastreamento individual de Câncer de Próstata em homens com fatores de risco para desenvolvimento da doença, como indivíduos com história familiar (irmãos e/ou pai) de Câncer de Próstata e/ou indivíduos de raça negra, apesar de os estudos que relacionam raça com Câncer de Próstata no Brasil serem inconsistentes, pode trazer melhor benefício. (C) Os profissionais médicos não dispõem de estratégias baseadas em orientações e recomendações de sociedades médicas para individualizar a necessidade ou não de rastrear Câncer de Próstata para cada indivíduo específico. (D) É recomendado o rastreio populacional, sendo que há necessidade de que homens com qualquer sintoma relacionado ao aparelho urinário procurem atendimento médico para rastreio.",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
40,"Luísa é uma menina de 6 anos que mora em uma comunidade periférica de uma grande cidade brasileira. Encontra- se em sobrepeso, de acordo com o gráfico da Organização Mundial de Saúde e não tem seu cuidado médico acompanhado por uma equipe de saúde. Sua mãe diz que todas as vezes que vai à unidade de saúde do seu bairro ela está lotada, faltam medicamentos e por esse motivo ela prefere levar ao pronto atendimento (PA). Luísa não faz uso de nenhum medicamento e nos últimos meses ela foi frequentemente ao PA com crises de asma, em uma delas precisou ficar 2 dias internada. Em relação à situação acima, é mais correto afirmar que:  (A) A mãe de Luísa está errada, pois seu primeiro atendimento deveria ser realizado na unidade de saúde de seu bairro, respeitando o atributo da atenção primária do acesso. É necessário melhorar a educação em saúde na região para que o atendimento seja realizado no local adequado. (B) A mãe de Luísa está correta em levá-la ao PA, pois crise de asma é uma urgência médica que necessita de recursos com os quais a unidade básica não conta. (C) Crise de asma é um motivo de consulta sensível à atenção primária e seu atendimento deveria ser realizado na unidade de saúde do seu bairro, no entanto é preciso que isso seja viabilizado através de garantia principalmente dos atributos da atenção primária do acesso (vagas disponíveis no mesmo dia com médico/equipe de saúde) e da integralidade (recursos como medicamentos e equipamentos adequados disponíveis). (D) Além do atendimento da crise, o atributo da atenção primária da equidade contribuiria para a observação de que essas crises têm sido frequentes e que pode ser necessário tratamento de manutenção, o que fica mais difícil quando o atendimento é centrado nos serviços de atenção secundária.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
41,"Paciente do sexo feminino, 22 anos, recém-divorciada e com dois filhos, procurou médico de família por sentir fadiga, apresentar ideias suicidas elaboradas e recorrentes, ganho de peso, insônia e agitação quase todos os dias há três meses, além de profundos sentimentos de inutilidade ou culpa excessiva ou inapropriada do tipo delirante. Houve prejuízo no funcionamento social e não há relato de uso de substâncias. Segundo informações da paciente e dos familiares, não houve surgimento de humor anormal e persistentemente elevado, expansivo ou irritável, bem como também não há relato prévio de distúrbios do sono. Determine o diagnóstico:  (A) Transtorno bipolar. (B) Transtorno acentuado do ciclo sono-vigília. (C) Transtorno dissociativo. (D) Transtorno depressivo maior.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
42,"ALM, 30 anos, sexo masculino, vítima de acidente de motocicleta com TCE grave, com múltiplos mecanismos (lesão axonal difusa, hematoma subdural, hematoma extradural e contusão cerebral), tendo sido submetido a drenagem de hematoma extradural e permanecendo internado durante 35 dias no hospital. Na alta, apresentava-se eupneico em ar ambiente pela cânula de traqueostomia, vigil, sem interação com o meio, com dupla hemiparesia, com espasticidade nos 4 membros, sinal de Babinski presente bilateralmente e sem ciclo sono-vigília. Iniciou acompanhamento com a Equipe de Saúde de Família dois meses após a alta. Na ocasião, a mãe relatava que o paciente permanecia com o mesmo quadro neurológico da alta hospitalar, em uso de sonda nasoenteral, com cânula de traqueostomia e sonda vesical de demora. Identifique as orientações a serem priorizadas à família do paciente:  (A) Trata-se de um paciente em mutismo acinético e a família deverá ser orientada com relação à necessidade de tenotomia, visando melhora da espasticidade e prevenção de dor crônica. (B) Trata-se de um paciente em estado de consciência mínima e a família deverá ser orientada sobre a irreversibilidade do quadro. (C) Trata-se de um paciente em estado vegetativo persistente e a família deverá ser orientada sobre a possibilidade de realizar gastrostomia, tentativa de retirada da sonda vesical de demora e com relação aos riscos de infecções de repetição e tromboembolismo venoso. (D) A família deve ser orientada que o paciente terá plena recuperação, uma vez que a neuroplasticidade é comumente observada em pacientes jovens.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
43,"Paciente do sexo masculino, 65 anos, refere dispneia aos esforços, progressiva, há 2 anos. Atualmente, a dispneia ocorre ao andar 100 metros no plano. No último ano, teve uma crise de piora dos sintomas, tratada ambulatorialmente com antibiótico e corticoide oral. É tabagista há 45 anos, um maço/dia. Exame físico: índice massa corpórea 20 kg/m2, murmúrio vesicular reduzido bilateralmente sem ruídos adventícios. Exames complementares: Espirometria: distúrbio ventilatório obstrutivo. [Pré-broncodilatador: VEF1/CVF: 0,50; CVF: 2,4L (86%); VEF1: 1,19L (54%)]. [Pós-broncodilatador: VEF1/CVF: 0,52; CVF: 2,4L (86%); VEF1: 1,22L (55%)]. Hemograma: eosinófilos em sangue periférico: 70 células/microlitro. Defina o diagnóstico e a conduta:  (A) O diagnóstico é Doença Pulmonar Obstrutiva Crônica (DPOC). A prescrição é broncodilatador de ação prolongada para uso diário e broncodilatador de ação curta para uso, se necessário. O corticoide inalado provavelmente não beneficiará este paciente, pois há relato de apenas uma exacerbação moderada no último ano e eosinófilos em sangue periférico < 100 células/microlitro. (B) O diagnóstico é Doença Pulmonar Obstrutiva Crônica (DPOC). A prescrição é broncodilatador de ação prolongada para uso diário e broncodilatador de ação curta para uso, se necessário. O diagnóstico é determinado pelos sintomas e exposição ao fator de risco. O tratamento farmacológico é guiado pela espirometria. (C) O diagnóstico é Doença Pulmonar Obstrutiva Crônica (DPOC). A prescrição é broncodilatador de ação prolongada para uso diário e broncodilatador de ação curta para uso, se necessário. O tratamento farmacológico previne sintomas, exacerbações e reverte a obstrução observada na espirometria. Cessar o tabagismo tem grande impacto no prognóstico deste paciente. (D) O diagnóstico é Doença Pulmonar Obstrutiva Crônica (DPOC). A prescrição é corticoide inalado associado a broncodilatador de ação prolongada para uso diário. Todo o paciente com DPOC com sintomas respiratórios deve usar esta combinação de fármacos. Avaliações adicionais recomendadas neste paciente são: radiografia de tórax em duas posições e oximetria.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
44,"J.A., sexo feminino, 35 anos, refere que há 2 meses sente tremores diários, batedeira, insônia, e que perdeu 6kg neste período, mesmo se alimentando normalmente. Ao exame físico, a paciente apresenta tremores finos de extremidades; FC = 120 bpm em repouso, PA = 140 x 90 mmHg. À palpação, apresenta aumento da tireoide em cerca de 3 vezes, sem nódulos palpáveis. Traz os exames laboratoriais: TSH = 0,02 mUI/L (VR: 0,5 - 4,2 mUI/L); T4 livre = 2,7 ng/dL (VR: 0,8 - 1,9 ng/dL); hemograma e transaminases normais. O diagnóstico é:  (A) Tireoidite subaguda linfocítica, e a paciente deve iniciar uso de droga antitireoidiana e beta-bloqueadores para alívio dos sintomas adrenérgicos. (B) Hipotireoidismo, e a paciente deve iniciar reposição de levotiroxina 1,6 mcg/kg/dia. (C) Tireoidite viral, e a paciente deve iniciar uso de anti- inflamatórios e beta-bloqueadores para alívio dos sintomas adrenérgicos. (D) Doença de Graves, e a paciente deve iniciar uso de droga antitireoidiana e beta-bloqueadores para alívio dos sintomas adrenérgicos.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
45,"Paciente de 30 anos, sexo masculino, previamente hígido, apresentou quadro agudo de febre, mal-estar, linfonodomegalia cervical e lesões máculo-papulares pelo corpo, não pruriginosas, acometendo palmas das mãos e plantas dos pés. Refere relações sexuais desprotegidas. Foi realizado teste treponêmico: reagente, e teste não-treponêmico: reagente (VDRL 1/96). Defina o diagnóstico e o tratamento:  (A) Trata-se de um caso de sífilis primária. As lesões de pele são chamadas de cancro duro e regridem espontaneamente, sem necessidade de antibioticoterapia. (B) O quadro clínico, associado a um teste treponêmico e VDRL reagentes, confirma o diagnóstico de sífilis secundária. Deve ser tratada com penicilina benzatina. (C) Um teste treponêmico e não-treponêmico positivos, associados ao quadro clínico, indicam diagnóstico de sífilis latente tardia. Este caso deve ser tratado com cefalosporina de terceira geração. (D) A sorologia, neste caso, apenas demonstra que o paciente teve sífilis previamente (cicatriz sorológica), sendo necessário, portanto, investigar outras hipóteses diagnósticas para este caso.",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
46,"Jovem de 17 anos refere o aparecimento de manchas roxas nas pernas e bolhas escuras na boca há cerca de 7 dias, além de sangramento nasal espontâneo há algumas horas. Nega patologias prévias ou uso de medicações. Ao exame físico, apresenta-se em bom estado geral, corada e hidratada. Exame pulmonar, cardiovascular e abdominal sem alterações; frequência cardíaca de 66 bpm. Membros inferiores com a presença de petéquias difusas, equimoses em coxa direita e braço esquerdo. Oroscopia evidencia uma bolha hemática em mucosa jugal. Resultado de hemograma realizado no dia anterior: hemoglobina: 12,4 g/dl; leucócitos: 4560/mm3 (diferencial normal); plaquetas: 6.000/mm3. O diagnóstico e a conduta inicial são:  (A) Aplasia de Medula. Encaminhar para internação hospitalar para realização de transfusão de concentrado de plaquetas. (B) Púrpura Trombocitopênica Idiopática. Encaminhar para internação hospitalar para realização de transfusão de concentrado de plaquetas. (C) Púrpura Trombocitopênica Idiopática. Encaminhar para internação hospitalar para realização de pulsoterapia com metilprednisolona. (D) Leucemia Aguda. Encaminhar para internação hospitalar para realização de avaliação medular (mielograma, imunofenotipagem).",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
47,"Paciente de 52 anos, sexo masculino, tabagista, obeso, sedentário e portador de dislipidemia, chega ao setor de emergência com queixa de dor precordial em pontada, de forte intensidade e iniciada há poucos instantes, irradiada para a região epigástrica, acompanhada de sudorese fria e vômitos. O eletrocardiograma está representado a seguir:              Determine a hipótese diagnóstica e as medidas terapêuticas que devem ser tomadas pensando em diminuir a mortalidade da doença:  (A) Infarto agudo do miocárdio com supradesnivelamento do segmento ST. Realizar sedação, oxigênio, nitrato, AAS, Clopidogrel e encaminhar para sala de hemodinâmica imediatamente. (B) Angina instável de alto risco. Realizar sedação, oxigênio, nitrato, AAS, clopidogrel e aguardar resultado de marcadores de necrose miocárdica (MNM) para determinar a conduta. (C) Infarto agudo do miocárdio sem supradesnivelamento do segmento ST. Realizar sedação, oxigênio, nitrato, AAS, Clopidogrel e tratamento com trombolítico imediatamente. (D) Infarto agudo do miocárdio com supradesnivelamento do segmento ST. Realizar sedação, oxigênio, nitrato sublingual, AAS, Clopidogrel e aguardar resultado de MNM para determinar a conduta.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
48,Paciente de 75 anos sofreu queda da própria altura e apresenta sintomas de confusão mental e dores de cabeça. Realizou tomografia computadorizado do crânio (a seguir).                Determine o diagnóstico:  (A) Abscesso cerebral (B) Hematoma subdural agudo (C) Metástase (D) Meningioma,,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
49,"Homem, 23 anos, com diarreia há 3 meses (6 a 8 episódios por dia, inclusive noturnos), acompanhada de muco e cólicas abdominais, sendo que estas últimas são aliviadas com a evacuação. Refere piora da diarreia com o estresse. Relata emagrecimento não quantificado e fraqueza. Refere fazer uso “recreativo” de drogas (cigarro, maconha, ecstasy e álcool), nega uso de drogas injetáveis. Vida sexual ativa, heterossexual com várias parceiras, sem uso regular de preservativos. Pai falecido aos 48 anos de idade por neoplasia de cólon. Procurou gastroenterologista e foi solicitada uma colonoscopia para melhor elucidação diagnóstica (foto a seguir com a visão do íleo terminal):                 (Ref. United European Gastroenterol J. 2019 Aug; 7(7): 974–981.)  Com relação a este quadro, é correto afirmar que:  (A) Trata-se de diarreia por colite pseudomembranosa, e este paciente se beneficiará com o uso de metronidazol ou vancomicina. (B) O diagnóstico mais provável é de síndrome do intestino irritável, devendo ser introduzida dieta e tratamento com antiespasmódicos. (C) É necessária a realização de PPD, sorologia para HIV e hepatite virais, albumina sérica, PCR, calprotectina fecal e indicação de terapia biológica. (D) É necessária uma dieta com a suspensão da ingestão de glúten e lactose para tratamento de Doença Celíaca.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
50,"Paciente do sexo feminino, 47 anos, realizou glicemia como exame de rotina, com resultado: 220 mg/dL, levando ao diagnóstico de diabetes mellitus. Assintomática, relata apenas preocupação com a glicemia elevada. Antecedentes familiares: pai com diabetes e hipertensão, falecido por Infarto Agudo do Miocárdio. Mãe viva, 74 anos. Irmão de 50 anos, com diabetes. Histórico de vida: consome álcool socialmente; nega tabagismo. Ao exame físico: IMC = 27 kg/m2; cintura abdominal = 94cm; ausculta cardíaca e pulmonar normais; PA = 130 x 75 mmHg; FC = 78 bpm. Abdome globoso com fígado palpável no rebordo costal. Sem edemas. Pés com xerodermia, sem feridas, pulsos adequados; exame do monofilamento normal. A conduta inicial mais adequada, considerando o ambiente da UBS, é:  (A) Plano alimentar, atividade física e 2 hipoglicemiantes orais em associação. (B) Plano alimentar, atividade física e insulina. (C) Plano alimentar, atividade física e um inibidor da SGLT2. (D) Plano alimentar, atividade física e o hipoglicemiante oral metformina.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
51,"PCR, 65 anos, portador de hipertensão arterial sistêmica e insuficiência cardíaca congestiva, faz uso de AAS, carvedilol 6,25 mg/dia, losartana 100 mg/dia e hidroclorotiazida 25 mg/dia. Tem edema de membros inferiores recorrente, porém há cerca de 3 dias apresentou lesão avermelhada acompanhada de dor para caminhar no membro inferior esquerdo, acompanhado de febre e calafrios. Ao exame físico, o paciente apresenta-se toxemiado, com temperatura de 38,2°C. Verifica-se lesão eritematosa com bordas bem demarcadas, conforme a figura, acompanhada de adenite regional.             O diagnóstico, o agente etiológico e a conduta terapêutica são:  (A) Celulite devido a Staphylococcus aureus. O tratamento indicado é internação, Penicilina G Cristalina na dose de 5 a 10 milhões de unidades por via intravenosa ou intramuscular por 7 a 10 dias, manter elevação do membro afetado. É importante recomendar repouso prolongado após a alta e usar meias elásticas para não promover estase venosa no membro afetado. (B) Erisipela devido a Estreptococo β-hemolítico. O tratamento indicado é internação, uso de Penicilina G Cristalina na dose de 5 a 10 milhões de unidades por via intravenosa ou intramuscular por 7 a 10 dias, manter elevação do membro afetado. Após a fase aguda, para prevenir recaída, evitar ficar em pé e deambular o máximo possível para evitar a recaída. (C) Erisipela devido a Staphylococcus aureus. O tratamento indicado é azitromicina 500mg via oral por 3 dias em regime de ambulatório. Deve deambular o máximo possível e evitar o uso de meias elásticas no membro afetado para não promover microlesões na pele e oferecer porta de entrada para microorganismos. (D) Celulite devido a Staphylococcus aureus. O tratamento indicado é internação, Penicilina G Cristalina na dose de 5 a 10 milhões de unidades por via intravenosa ou intramuscular por 7 a 10 dias, manter elevação do membro afetado. Após a fase aguda, recomendar evitar ficar em pé e deambular o máximo possível para evitar a recaída.",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
52,"CAS, 15 anos, sexo masculino, iniciou subitamente quadro de febre, prostração, mialgia e exantema. Feito o diagnóstico de ""dengue clássica"", apresentou boa recuperação em alguns dias. Permaneceu assintomático até que, após 15 dias, passou a apresentar crises convulsivas, alteração do nível de consciência e parestesia ascendente com perda de força muscular de membros inferiores. Identifique a afirmativa correta sobre o caso:  (A) Dentre os distúrbios pós-dengue são relatados epilepsia, tremores, amnésia, demência, psicose maníaca, paralisia de Bell, envolvimento de laringe, paralisia de extremidades inferiores, de palato, de nervo ulnar, de nervo torácico longo, de nervo peroneal, síndrome de Reye, síndrome de Guillain-Barré, meningoencefalomielite e mononeuropatias. (B) A infecção do sistema nervoso central (SNC) pela dengue requer o conhecimento das três hipóteses de infecção viral sistêmica: a teoria da infecção sequencial, desenvolvida por Halstead; a teoria de hiperendemicidade de Rosen e a ocorrência de recombinação gênica, resultante de infecções simultâneas por sorotipos virais diferentes no hospedeiro humano, mas não no vetor. (C) A partir da constatação de que os pacientes tinham história clínica compatível com dengue, devem ser solicitadas as tipagens virais apenas no líquor, cujos resultados confirmaram a hipótese diagnóstica. (D) Infecções por dengue em indivíduos que já tiveram contato com outros sorotipos do vírus ou mesmo com outros flavivírus (como os vacinados contra a febre amarela), podem alterar o perfil da resposta imune, que passa a ser do tipo anamnésico ou de infecção secundária (reinfecção), com baixa produção de IgG e resposta aumentada precoce de IgM.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
53,"Paciente de 34 anos com quadro súbito de cefaleia excruciante, holocraniana, ao realizar levantamento de peso na academia. Evoluiu com crise convulsiva tônico-clônica generalizada e liberação esfincteriana. À entrada no Pronto- Socorro, observou-se anisocoria, rigidez de nuca, ptose palpebral e estrabismo divergente. Sem comorbidades prévias. Determine o provável diagnóstico e a lesão correspondente:  (A) Tumor cerebral (transformação hemorrágica) associado a herniação uncal e compressão do nervo abducente. (B) Acidente vascular isquêmico evoluindo com hipertensão intracraniana e lesão do nervo abducente. (C) Acidente vascular hemorrágico evoluindo com hipertensão intracraniana e compressão do nervo oculomotor. (D) Esclerose múltipla em evolução justificando lesão de pares cranianos e crise convulsiva causada pela desmielinização neuronal.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
54,"R.L.N., sexo masculino, 22 anos, vegano há aproximadamente 3 anos, sem suplementação alimentar, com queixa de fraqueza, parestesias e hipoestesia nos membros inferiores. Ao exame físico, apresenta-se descorado 2+/4+, sem outras alterações. Realizou hemograma: Hb: 9,2 g/dL; Ht: 28%; VCM: 100fL; RDW: 16%; Leucócitos: 8.300/mm3 com diferencial normal. Plaquetas: 214.000/mm3; DHL: 1.500 U/L. Determine a causa da anemia e do quadro clínico do paciente:  (A) Anemia megaloblástica, deficiência de vitamina B12. (B) Anemia megaloblástica, deficiência de ácido fólico. (C) Anemia falciforme, microinfartos em circulação de membro inferior. (D) Anemia hemolítica autoimune pelo aumento do DHL.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
55,"Paciente masculino, 60 anos, procura atendimento por ter despertado durante a madrugada com dor intensa no hálux direito acompanhado de rubor e inchaço local. Relata dificuldade para a deambulação porque os sintomas estão intensos. Refere ser hipertenso em uso de hidroclorotiazida e ter colesterol alto. Tem como hábitos alimentação rica em carne vermelha e ingesta de bebidas alcoólicas, em média duas cervejas ao dia. Nega outros sintomas associados. Identifique a afirmativa correta em relação ao quadro:  (A) As provas inflamatórias como velocidade de hemossedimentação e proteína C reativa normais afastam o diagnóstico de Gota. (B) A confirmação de hiperuricemia confirma o diagnóstico de Gota. (C) Os achados de articulação inflamada observados na radiografia permitem a realização do diagnóstico. (D) Os achados de cristais em formato de agulha, especialmente se fagocitados pelos leucócitos, são considerados patognomônicos da Gota.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
56,"Paciente do sexo feminino, 35 anos, comparece em Estratégia Saúde da Família com queixa de cefaleia e turvação visual, associadas a fraqueza e episódios de formigamento e câimbras nas pernas, com 6 semanas de evolução e piora progressiva nos últimos 5 dias. Nega histórico patológico pessoal e informa antecedente familiar de hipertensão arterial. Ao exame físico, verificam-se: PA: 190 x 110 mmHg, FC: 74 bpm; ausculta cardiopulmonar sem alterações. Traz exames recentes: potássio: 2,4 mmol/L (valor de referência: 3,5 - 5,1 mmol/L) e sódio: 152 mmol/L (valor de referência: 135 - 148 mmol/L). Considerando a principal hipótese diagnóstica, identifique os exames complementares pertinentes:  (A) TSH e T4 Livre (B) Cortisol e ACTH (hormônio adrenocorticotrófico) (C) Metanefrinas Urinárias e Plasmáticas (D) Renina e Aldosterona",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
57,"Paciente masculino, 29 anos, branco, vem à consulta com quadro de fraqueza, emagrecimento progressivo e “pressão baixa”. Refere ser portador de HIV e ter feito tratamento de tuberculose no passado. Ao exame apresenta-se em regular estado geral, desidratado +/4+, afebril. PA: 110 x 80 mmHg (deitado) e 90 x 60 mmHg (em pé). Apresenta escurecimento da pele em região axilar e região posterior do pescoço, bem como de mucosa oral. Determine o diagnóstico e a conduta:  (A) Insuficiência adrenal secundária à tuberculose de região selar, e deverá realizar-se uma ressonância magnética de sela túrcica. (B) Insuficiência adrenal primária, e deve-se realizar a dosagem de ACTH, que deverá estar diminuído para a confirmação do diagnóstico. (C) Doença de Addison, e o primeiro teste a ser solicitado para estes pacientes é a dosagem do cortisol basal às 8 horas. (D) Hipercortisolismo, e deve ser submetido ao teste de cortrosina para a confirmação do diagnóstico.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
58,"Maria, 50 anos, doméstica, em acompanhamento há um ano (na ocasião com creatinina sérica: 1,8 mg/dL e ritmo de filtração glomerular estimado de 37 mL/minuto). Informa que não consegue manter a adesão à dieta porque come no emprego e seus patrões gostam de massas, frituras e todos os dias faz e come sobremesas variadas. Nos últimos dias, percebeu sua urina espumosa e em menor quantidade, fraqueza, seus pés não estão cabendo nos sapatos e até seus olhos estão inchados. Nesta noite, procurou o Pronto Atendimento com queixas de náuseas, falta de ar, palidez cutânea e edema generalizado. Realizados exames: Creatinina sérica: 5,4 mg/dL (a última era 2,4 mg/dL); Albumina sérica: 2,1 g/dL; Hb: 8 mg/dL e Hematócrito: 25%; Urina I: proteinúria 4+ (quantificada em 5,0g / 24 horas); leucocitúria: 24.000/mL, hemácias: 5.000/mL. Com relação aos achados diagnósticos de Dona Maria, é possível afirmar:  (A) A presença de leucocitúria é diagnóstica de infecção do trato urinário. (B) O estágio de doença renal crônica da paciente era IIIb quando foi encaminhada para o especialista. (C) A causa da hipoalbuminemia é a doença hepática gordurosa não alcoólica que acompanha a Síndrome Metabólica. (D) A doença renal do diabetes costuma cursar com Síndrome Nefrótica e componente nefrítico.",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
59,"Observe atentamente a descrição dos sintomas de dois pacientes distintos: Paciente I: jovem, sexo masculino, há 4 dias com quadro de tosse inicialmente seca, que evoluiu para expectoração com secreção amarelada espessa e presença de laivos de sangue, associado a febre alta e discreta dor ventilatório-dependente dorsal à direita. Paciente II: idoso, tabagista, com perda de peso de 7kg em 2 meses, associada a tosse seca, dispneia aos grandes esforços e dor torácica ventilatório dependente em base direita. Verifique as imagens radiográficas a seguir (figuras A e B):  (A)                                                 (B)             Correlacione os achados clínicos e radiológicos e selecione a afirmativa correta:  (A) A descrição de sintomas “II” associado ao radiograma “B” permite inferir um diagnóstico sindrômico de Derrame Pleural. Os sinais esperados no exame físico seriam na base direita: a palpação com diminuição da expansibilidade e do frêmito toraco vocal, percussão maciça e diminuição ou abolição da ausculta de murmúrio vesicular. (B) A descrição de sintomas “I” associado ao radiograma “A” permite inferir um diagnóstico sindrômico de Consolidação Pulmonar com provável diagnóstico etiológico de Pneumonia. Os sinais esperados no exame físico seriam na base direita: palpação com diminuição da expansibilidade e do frêmito toraco vocal, percussão maciça e presença de estertores crepitantes na ausculta. (C) A descrição de sintomas “I” associado ao radiograma “A” permite inferir um diagnóstico sindrômico de Tromboembolismo Pulmonar com consequente infarto do parênquima pulmonar. Os sinais esperados no exame físico seriam na base direita: palpação com diminuição da expansibilidade e aumento do fremito toracovocal, percussão timpânica e estertores crepitantes na ausculta. (D) A descrição de sintomas “II” associado ao radiograma “A” permite inferir um diagnóstico sindrômico de Consolidação Pulmonar com provável diagnóstico etiológico de Pneumonia. Os sinais esperados no exame físico seriam na base direita: palpação com diminuição da expansibilidade e diminuição do frêmito toraco vocal, percussão maciça e estertores crepitantes na ausculta.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
60,"Mulher, 35 anos, em tratamento de Artrite Reumatoide (AR) com metotrexato + anti-TNF. Clinicamente, a patologia inflamatória (AR) está em remissão, sem uso de corticoterapia há anos. Queixa-se de calafrios noturnos, emagrecimento e tosse há 3 meses. A radiografia de tórax mostra um infiltrado no ápice pulmonar direito. Defina a complicação demonstrada:  (A) Neoplasia pulmonar (B) Tuberculose pulmonar (C) Sarcoidose (D) Acometimento pulmonar da AR",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
61,"RN com 10 dias de vida é levado para primeira consulta na UBS. Mãe refere que o bebê chora muito e dorme pouco. Nega intercorrências neonatais. Durante toda a consulta, observa-se a mãe apática, referindo muito cansaço e dificuldade para amamentar o seu filho. Dentre as alternativas abaixo, assinale a melhor conduta frente ao caso:  (A) Orientar amamentação livre demanda a fim de aumentar a produção de leite. Prescrever ansiolítico para a mãe e dosar T4 e TSH séricos do RN. (B) Orientar a amamentação a cada 3 horas e solicitar retorno em 5 dias. Dosar TSH e T4 séricos na mãe e no RN. (C) Incentivar a amamentação a fim de fortalecer o vínculo mãe- filho. Fornecer apoio psicológico para a mãe se necessário. (D) Inspecionar a amamentação e as mamas durante a consulta. Dosar T4 e TSH séricos na mãe.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
62,"Escolar de sete anos, sexo feminino, está há dois dias em tratamento para provável infecção do trato urinário com sulfametoxazol-trimetoprim, na dose de 40mg/kg/dia de sulfa. No início do quadro, apresentava urgência, dor e dificuldade para urinar. No momento, a mãe refere melhora significativa das queixas, entretanto o resultado da urinocultura mostra 500.000 colônias de E.coli resistente ao antimicrobiano em uso. A conduta, neste caso, deverá ser:  (A) Trocar o antimicrobiano em uso de acordo com a sensibilidade in vitro. (B) Trocar o antimicrobiano em uso por ácido nalidíxico. (C) Trocar o antimicrobiano em uso por amoxicilina oral. (D) Manter o esquema antimicrobiano em uso.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
63,"Menina de 9 anos é levada a um hospital do interior de São Paulo por sua mãe. Criança relata que machucou o tornozelo direito em um arbusto há 8 horas. Apresenta lesão com 2 orifícios em face lateral de perna direita com parestesia local e pouco edema. Ao exame físico está com diplopia, disartria, ptose palpebral bilateral, fácies miastênica, mal-estar, náuseas, cefaleia, mialgia generalizada e urina escurecida. Nega dispneia. Tem dosagem de creatinofosfoquinase: 1.800 (VR: 30 – 210 U/L) e hemoglobinúria. Baseado nas informações acima, assinale o acidente ofídico da paciente:  (A) Acidente elapídico (B) Acidente botrópico (C) Acidente crotálico (D) Acidente laquético",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
